code_module,code_presentation,id_student,fold,split
BBB,2014J,696684,2,train
BBB,2014J,696692,1,calib
BBB,2014J,696716,4,train
BBB,2014J,696724,4,train
BBB,2014J,696799,3,train
BBB,2014J,696803,1,calib
BBB,2014J,696804,0,test
BBB,2014J,696844,4,train
BBB,2014J,696850,0,test
BBB,2014J,696890,2,train
BBB,2014J,697065,0,test
BBB,2014J,697119,0,test
BBB,2014J,697136,1,calib
BBB,2014J,697148,3,train
BBB,2014J,697298,2,train
BBB,2014J,697319,1,calib
BBB,2014J,697337,3,train
BBB,2014J,697345,4,train
BBB,2014J,697417,1,calib
BBB,2014J,697428,3,train
BBB,2014J,697514,0,test
BBB,2014J,697525,1,calib
BBB,2014J,697542,3,train
BBB,2014J,697561,0,test
BBB,2014J,697562,4,train
BBB,2014J,697574,1,calib
BBB,2014J,697578,2,train
BBB,2014J,697649,1,calib
BBB,2014J,697653,2,train
BBB,2014J,697754,1,calib
BBB,2014J,697857,4,train
BBB,2014J,697868,0,test
BBB,2014J,697893,4,train
BBB,2014J,697909,2,train
BBB,2014J,697912,2,train
BBB,2014J,697959,3,train
BBB,2014J,697960,4,train
BBB,2014J,697964,1,calib
BBB,2014J,698010,4,train
BBB,2014J,698025,1,calib
BBB,2014J,698170,1,calib
BBB,2014J,698180,3,train
BBB,2014J,698198,2,train
BBB,2014J,698199,4,train
BBB,2014J,698200,0,test
BBB,2014J,698201,3,train
BBB,2014J,698203,2,train
BBB,2014J,698204,4,train
BBB,2014J,698205,0,test
BBB,2014J,698206,2,train
BBB,2014J,698207,4,train
BBB,2014J,698208,3,train
BBB,2014J,698256,0,test
BBB,2014J,698345,0,test
BBB,2014J,698352,3,train
BBB,2014J,698357,4,train
BBB,2014J,698362,1,calib
BBB,2014J,698369,2,train
BBB,2014J,698420,2,train
BBB,2014J,698432,0,test
BBB,2014J,698463,0,test
BBB,2014J,698471,3,train
BBB,2014J,698490,1,calib
BBB,2014J,698494,2,train
BBB,2014J,698498,2,train
BBB,2014J,698507,4,train
BBB,2014J,698509,3,train
BBB,2014J,698586,3,train
BBB,2014J,699007,2,train
BBB,2014J,699153,4,train
BBB,2014J,699435,0,test
BBB,2014J,699436,3,train
BBB,2014J,699437,1,calib
BBB,2014J,699488,0,test
BBB,2014J,699493,1,calib
BBB,2014J,699498,3,train
BBB,2014J,699503,2,train
BBB,2014J,699651,4,train
BBB,2014J,699656,0,test
BBB,2014J,699875,1,calib
BBB,2014J,700079,2,train
BBB,2014J,700086,3,train
BBB,2014J,700441,0,test
BBB,2014J,700458,1,calib
BBB,2014J,700815,2,train
BBB,2014J,700820,0,test
BBB,2014J,1118432,2,train
BBB,2014J,1419671,0,test
BBB,2014J,1432518,1,calib
BBB,2014J,1453140,1,calib
BBB,2014J,1486048,2,train
BBB,2014J,1526770,4,train
BBB,2014J,1533277,1,calib
BBB,2014J,1536122,0,test
BBB,2014J,1536591,1,calib
BBB,2014J,1547646,2,train
BBB,2014J,1560989,0,test
BBB,2014J,1563696,2,train
BBB,2014J,1564706,4,train
BBB,2014J,1585768,2,train
BBB,2014J,1623795,1,calib
BBB,2014J,1656979,1,calib
BBB,2014J,1664280,4,train
BBB,2014J,1723749,3,train
BBB,2014J,1732956,4,train
BBB,2014J,1733023,1,calib
BBB,2014J,1752834,4,train
BBB,2014J,1757561,1,calib
BBB,2014J,1784816,2,train
BBB,2014J,1813493,4,train
BBB,2014J,1832218,1,calib
BBB,2014J,1835389,1,calib
BBB,2014J,1843123,1,calib
BBB,2014J,1874935,1,calib
BBB,2014J,1888723,4,train
BBB,2014J,1891028,4,train
BBB,2014J,1903095,0,test
BBB,2014J,1926542,0,test
BBB,2014J,1928536,2,train
BBB,2014J,1929491,1,calib
BBB,2014J,1937822,3,train
BBB,2014J,1972832,3,train
BBB,2014J,1989014,4,train
BBB,2014J,1993672,4,train
BBB,2014J,2003628,2,train
BBB,2014J,2009239,2,train
BBB,2014J,2035574,2,train
BBB,2014J,2045569,0,test
BBB,2014J,2049740,4,train
BBB,2014J,2051809,3,train
BBB,2014J,2091096,1,calib
BBB,2014J,2091193,0,test
BBB,2014J,2093092,0,test
BBB,2014J,2103305,2,train
BBB,2014J,2108914,0,test
BBB,2014J,2115250,1,calib
BBB,2014J,2145101,2,train
BBB,2014J,2149487,3,train
BBB,2014J,2159336,3,train
BBB,2014J,2169127,3,train
BBB,2014J,2172163,4,train
BBB,2014J,2177423,4,train
BBB,2014J,2187308,3,train
BBB,2014J,2192113,1,calib
BBB,2014J,2207474,1,calib
BBB,2014J,2213814,0,test
BBB,2014J,2216682,1,calib
BBB,2014J,2216778,2,train
BBB,2014J,2218789,0,test
BBB,2014J,2227568,4,train
BBB,2014J,2228010,2,train
BBB,2014J,2228601,3,train
BBB,2014J,2229783,2,train
BBB,2014J,2232976,2,train
BBB,2014J,2237567,4,train
BBB,2014J,2239766,2,train
BBB,2014J,2241250,4,train
BBB,2014J,2242067,1,calib
BBB,2014J,2248243,3,train
BBB,2014J,2251500,4,train
BBB,2014J,2263129,3,train
BBB,2014J,2264569,1,calib
BBB,2014J,2269561,4,train
BBB,2014J,2276854,2,train
BBB,2014J,2278390,2,train
BBB,2014J,2281286,0,test
BBB,2014J,2285017,4,train
BBB,2014J,2292824,2,train
BBB,2014J,2296716,2,train
BBB,2014J,2299745,0,test
BBB,2014J,2318161,1,calib
BBB,2014J,2321660,2,train
BBB,2014J,2326401,1,calib
BBB,2014J,2333415,0,test
BBB,2014J,2344216,4,train
BBB,2014J,2346145,0,test
BBB,2014J,2349805,0,test
BBB,2014J,2353764,0,test
BBB,2014J,2357372,1,calib
BBB,2014J,2363168,3,train
BBB,2014J,2375759,1,calib
BBB,2014J,2385665,1,calib
BBB,2014J,2386867,3,train
BBB,2014J,2394741,2,train
BBB,2014J,2399380,3,train
BBB,2014J,2401304,2,train
BBB,2014J,2407594,0,test
BBB,2014J,2410544,0,test
BBB,2014J,2414945,0,test
BBB,2014J,2423078,3,train
BBB,2014J,2426442,3,train
BBB,2014J,2426864,4,train
BBB,2014J,2428341,2,train
BBB,2014J,2432551,2,train
BBB,2014J,2436711,1,calib
BBB,2014J,2444705,4,train
BBB,2014J,2446694,4,train
BBB,2014J,2448699,4,train
BBB,2014J,2449399,1,calib
BBB,2014J,2454351,0,test
BBB,2014J,2459279,2,train
BBB,2014J,2462576,1,calib
BBB,2014J,2464901,4,train
BBB,2014J,2475591,1,calib
BBB,2014J,2482994,4,train
BBB,2014J,2486159,1,calib
BBB,2014J,2487430,4,train
BBB,2014J,2487573,4,train
BBB,2014J,2494258,1,calib
BBB,2014J,2497189,4,train
BBB,2014J,2497624,0,test
BBB,2014J,2511519,4,train
BBB,2014J,2520290,0,test
BBB,2014J,2520649,3,train
BBB,2014J,2537934,0,test
BBB,2014J,2542310,4,train
BBB,2014J,2545047,1,calib
BBB,2014J,2552708,4,train
BBB,2014J,2559992,4,train
BBB,2014J,2567715,4,train
BBB,2014J,2570396,2,train
BBB,2014J,2576637,2,train
BBB,2014J,2578532,4,train
BBB,2014J,2580626,3,train
BBB,2014J,2594368,0,test
BBB,2014J,2599784,3,train
BBB,2014J,2603061,2,train
BBB,2014J,2603534,3,train
BBB,2014J,2609768,2,train
BBB,2014J,2610170,3,train
BBB,2014J,2610745,2,train
BBB,2014J,2611512,0,test
BBB,2014J,2614271,2,train
BBB,2014J,2614777,0,test
BBB,2014J,2622652,1,calib
BBB,2014J,2623656,4,train
BBB,2014J,2627398,0,test
BBB,2014J,2627493,4,train
BBB,2014J,2629503,2,train
BBB,2014J,2631298,0,test
BBB,2014J,2634319,1,calib
BBB,2014J,2638403,4,train
BBB,2014J,2660510,0,test
BBB,2014J,2670300,3,train
BBB,2014J,2677541,4,train
BBB,2014J,2681505,2,train
BBB,2014J,2681940,1,calib
BBB,2014J,2682693,4,train
BBB,2014J,2684107,2,train
BBB,2014J,2685247,3,train
BBB,2014J,2687739,2,train
BBB,2014J,2687858,4,train
BBB,2014J,2688495,4,train
BBB,2014J,2688945,0,test
BBB,2014J,2692969,2,train
BBB,2014J,2694919,3,train
BBB,2014J,2698577,4,train
BBB,2014J,2698588,3,train
BBB,2014J,2698591,0,test
CCC,2014B,28418,3,train
CCC,2014B,29764,1,calib
CCC,2014B,29820,1,calib
CCC,2014B,40333,2,train
CCC,2014B,40604,1,calib
CCC,2014B,42638,2,train
CCC,2014B,45664,2,train
CCC,2014B,46605,4,train
CCC,2014B,49119,0,test
CCC,2014B,50263,0,test
CCC,2014B,51576,2,train
CCC,2014B,54391,3,train
CCC,2014B,57340,0,test
CCC,2014B,59541,2,train
CCC,2014B,62278,2,train
CCC,2014B,64296,1,calib
CCC,2014B,66254,2,train
CCC,2014B,69489,0,test
CCC,2014B,69494,1,calib
CCC,2014B,69703,2,train
CCC,2014B,70381,1,calib
CCC,2014B,70771,2,train
CCC,2014B,74290,1,calib
CCC,2014B,75454,3,train
CCC,2014B,75469,4,train
CCC,2014B,75728,4,train
CCC,2014B,79461,4,train
CCC,2014B,80329,4,train
CCC,2014B,82575,0,test
CCC,2014B,83219,4,train
CCC,2014B,83453,1,calib
CCC,2014B,84299,1,calib
CCC,2014B,86047,4,train
CCC,2014B,88758,3,train
CCC,2014B,94484,4,train
CCC,2014B,95906,2,train
CCC,2014B,96538,4,train
CCC,2014B,97486,4,train
CCC,2014B,100621,2,train
CCC,2014B,105523,2,train
CCC,2014B,107028,1,calib
CCC,2014B,107339,4,train
CCC,2014B,108834,2,train
CCC,2014B,108947,1,calib
CCC,2014B,116174,2,train
CCC,2014B,116518,0,test
CCC,2014B,117232,1,calib
CCC,2014B,118098,1,calib
CCC,2014B,119353,2,train
CCC,2014B,119729,1,calib
CCC,2014B,122392,4,train
CCC,2014B,123598,3,train
CCC,2014B,124124,0,test
CCC,2014B,124193,2,train
CCC,2014B,126337,1,calib
CCC,2014B,126394,2,train
CCC,2014B,126395,4,train
CCC,2014B,128510,2,train
CCC,2014B,129198,1,calib
CCC,2014B,129638,2,train
CCC,2014B,129878,0,test
CCC,2014B,131145,0,test
CCC,2014B,131695,4,train
CCC,2014B,131933,0,test
CCC,2014B,132191,2,train
CCC,2014B,133104,4,train
CCC,2014B,134025,1,calib
CCC,2014B,135330,1,calib
CCC,2014B,135792,4,train
CCC,2014B,139190,1,calib
CCC,2014B,142935,2,train
CCC,2014B,145282,4,train
CCC,2014B,146125,2,train
CCC,2014B,147675,4,train
CCC,2014B,151549,2,train
CCC,2014B,152428,1,calib
CCC,2014B,152962,3,train
CCC,2014B,153687,1,calib
CCC,2014B,153788,4,train
CCC,2014B,155067,3,train
CCC,2014B,155963,0,test
CCC,2014B,157310,4,train
CCC,2014B,160300,2,train
CCC,2014B,162650,4,train
CCC,2014B,165647,4,train
CCC,2014B,165733,0,test
CCC,2014B,166160,3,train
CCC,2014B,167791,4,train
CCC,2014B,168178,3,train
CCC,2014B,169380,4,train
CCC,2014B,170025,4,train
CCC,2014B,170864,3,train
CCC,2014B,171896,4,train
CCC,2014B,172301,1,calib
CCC,2014B,172965,0,test
CCC,2014B,174807,0,test
CCC,2014B,175490,4,train
CCC,2014B,177967,0,test
CCC,2014B,178072,3,train
CCC,2014B,178496,2,train
CCC,2014B,178654,2,train
CCC,2014B,179904,0,test
CCC,2014B,180976,1,calib
CCC,2014B,183331,4,train
CCC,2014B,187435,0,test
CCC,2014B,189428,4,train
CCC,2014B,189624,0,test
CCC,2014B,191000,3,train
CCC,2014B,191797,1,calib
CCC,2014B,193163,3,train
CCC,2014B,194377,2,train
CCC,2014B,197486,3,train
CCC,2014B,198902,4,train
CCC,2014B,200372,4,train
CCC,2014B,201327,2,train
CCC,2014B,203707,1,calib
CCC,2014B,204725,2,train
CCC,2014B,205398,0,test
CCC,2014B,205425,2,train
CCC,2014B,206245,0,test
CCC,2014B,206599,1,calib
CCC,2014B,227192,4,train
CCC,2014B,227752,2,train
CCC,2014B,227833,3,train
CCC,2014B,228153,0,test
CCC,2014B,228743,4,train
CCC,2014B,229499,3,train
CCC,2014B,230340,2,train
CCC,2014B,230761,0,test
CCC,2014B,231339,1,calib
CCC,2014B,232833,3,train
CCC,2014B,233444,3,train
CCC,2014B,234068,2,train
CCC,2014B,234311,1,calib
CCC,2014B,234740,2,train
CCC,2014B,235175,4,train
CCC,2014B,236205,2,train
CCC,2014B,236620,0,test
CCC,2014B,237934,3,train
CCC,2014B,239707,0,test
CCC,2014B,241955,3,train
CCC,2014B,242778,0,test
CCC,2014B,242858,2,train
CCC,2014B,243351,2,train
CCC,2014B,244902,1,calib
CCC,2014B,244977,3,train
CCC,2014B,245217,2,train
CCC,2014B,245494,2,train
CCC,2014B,246248,0,test
CCC,2014B,247819,0,test
CCC,2014B,248252,4,train
CCC,2014B,250092,0,test
CCC,2014B,251385,4,train
CCC,2014B,253859,2,train
CCC,2014B,255140,0,test
CCC,2014B,255310,4,train
CCC,2014B,256532,0,test
CCC,2014B,260062,0,test
CCC,2014B,260949,2,train
CCC,2014B,261042,4,train
CCC,2014B,261265,3,train
CCC,2014B,261615,2,train
CCC,2014B,262391,2,train
CCC,2014B,264159,1,calib
CCC,2014B,264285,4,train
CCC,2014B,266040,2,train
CCC,2014B,266558,3,train
CCC,2014B,266915,2,train
CCC,2014B,267118,1,calib
CCC,2014B,268018,2,train
CCC,2014B,268127,4,train
CCC,2014B,269676,1,calib
CCC,2014B,272103,0,test
CCC,2014B,277577,3,train
CCC,2014B,277809,1,calib
CCC,2014B,278861,1,calib
CCC,2014B,279868,4,train
CCC,2014B,279883,0,test
CCC,2014B,281261,0,test
CCC,2014B,281801,0,test
CCC,2014B,282193,0,test
CCC,2014B,283798,4,train
CCC,2014B,284812,1,calib
CCC,2014B,285170,0,test
CCC,2014B,285475,0,test
CCC,2014B,289009,4,train
CCC,2014B,289397,0,test
CCC,2014B,290382,3,train
CCC,2014B,291805,1,calib
CCC,2014B,294578,1,calib
CCC,2014B,295893,0,test
CCC,2014B,296411,2,train
CCC,2014B,298040,0,test
CCC,2014B,300059,2,train
CCC,2014B,300594,2,train
CCC,2014B,300611,2,train
CCC,2014B,301232,2,train
CCC,2014B,305783,2,train
CCC,2014B,305876,0,test
CCC,2014B,305974,0,test
CCC,2014B,306150,2,train
CCC,2014B,308391,4,train
CCC,2014B,308918,4,train
CCC,2014B,309118,0,test
CCC,2014B,309515,0,test
CCC,2014B,310088,1,calib
CCC,2014B,311616,2,train
CCC,2014B,312886,4,train
CCC,2014B,314555,2,train
CCC,2014B,315322,4,train
CCC,2014B,315728,4,train
CCC,2014B,316061,0,test
CCC,2014B,316227,4,train
CCC,2014B,318574,2,train
CCC,2014B,319042,1,calib
CCC,2014B,320153,2,train
CCC,2014B,321112,1,calib
CCC,2014B,324257,3,train
CCC,2014B,325497,1,calib
CCC,2014B,328261,0,test
CCC,2014B,329673,1,calib
CCC,2014B,330862,0,test
CCC,2014B,330994,3,train
CCC,2014B,335553,3,train
CCC,2014B,335648,4,train
CCC,2014B,336398,4,train
CCC,2014B,336695,4,train
CCC,2014B,338604,1,calib
CCC,2014B,338731,0,test
CCC,2014B,338854,4,train
CCC,2014B,339353,2,train
CCC,2014B,342089,2,train
CCC,2014B,342957,3,train
CCC,2014B,342974,3,train
CCC,2014B,344367,0,test
CCC,2014B,344396,1,calib
CCC,2014B,345256,3,train
CCC,2014B,347257,3,train
CCC,2014B,347518,4,train
CCC,2014B,347764,1,calib
CCC,2014B,348050,3,train
CCC,2014B,348159,0,test
CCC,2014B,349069,0,test
CCC,2014B,351328,1,calib
CCC,2014B,351577,0,test
CCC,2014B,351775,2,train
CCC,2014B,353066,2,train
CCC,2014B,353660,1,calib
CCC,2014B,353804,4,train
CCC,2014B,353979,1,calib
CCC,2014B,354607,3,train
CCC,2014B,355143,1,calib
CCC,2014B,356274,1,calib
CCC,2014B,356523,2,train
CCC,2014B,357176,1,calib
CCC,2014B,357214,0,test
CCC,2014B,357485,2,train
CCC,2014B,357851,0,test
CCC,2014B,357942,4,train
CCC,2014B,358075,1,calib
CCC,2014B,359114,3,train
CCC,2014B,359460,3,train
CCC,2014B,360547,3,train
CCC,2014B,361410,1,calib
CCC,2014B,362223,1,calib
CCC,2014B,362661,4,train
CCC,2014B,363374,0,test
CCC,2014B,363773,1,calib
CCC,2014B,363906,2,train
CCC,2014B,363939,3,train
CCC,2014B,364920,0,test
CCC,2014B,365993,3,train
CCC,2014B,366310,4,train
CCC,2014B,366424,0,test
CCC,2014B,366872,4,train
CCC,2014B,367807,2,train
CCC,2014B,368483,0,test
CCC,2014B,368876,4,train
CCC,2014B,369908,1,calib
CCC,2014B,370336,0,test
CCC,2014B,371113,3,train
CCC,2014B,371526,2,train
CCC,2014B,371901,4,train
CCC,2014B,372812,4,train
CCC,2014B,374028,3,train
CCC,2014B,374055,4,train
CCC,2014B,374756,3,train
CCC,2014B,375688,1,calib
CCC,2014B,376701,3,train
CCC,2014B,378920,3,train
CCC,2014B,379406,3,train
CCC,2014B,381240,4,train
CCC,2014B,381927,0,test
CCC,2014B,383015,2,train
CCC,2014B,383140,2,train
CCC,2014B,383158,2,train
CCC,2014B,383311,2,train
CCC,2014B,383347,3,train
CCC,2014B,383372,4,train
CCC,2014B,383971,2,train
CCC,2014B,385120,0,test
CCC,2014B,385387,2,train
CCC,2014B,385980,3,train
CCC,2014B,386121,4,train
CCC,2014B,386189,2,train
CCC,2014B,386671,0,test
CCC,2014B,387009,4,train
CCC,2014B,388538,0,test
CCC,2014B,388708,2,train
CCC,2014B,388750,3,train
CCC,2014B,389680,0,test
CCC,2014B,390233,0,test
CCC,2014B,391343,0,test
CCC,2014B,391419,2,train
CCC,2014B,392289,1,calib
CCC,2014B,392526,0,test
CCC,2014B,394311,0,test
CCC,2014B,394341,4,train
CCC,2014B,394791,2,train
CCC,2014B,395164,1,calib
CCC,2014B,396825,0,test
CCC,2014B,397149,4,train
CCC,2014B,397506,4,train
CCC,2014B,397797,4,train
CCC,2014B,398487,3,train
CCC,2014B,398877,1,calib
CCC,2014B,399863,1,calib
CCC,2014B,400063,1,calib
CCC,2014B,401296,0,test
CCC,2014B,401903,1,calib
CCC,2014B,403085,4,train
CCC,2014B,404239,2,train
CCC,2014B,405192,1,calib
CCC,2014B,406265,0,test
CCC,2014B,406337,4,train
CCC,2014B,406846,2,train
CCC,2014B,406908,3,train
CCC,2014B,406937,4,train
CCC,2014B,407453,0,test
CCC,2014B,407818,2,train
CCC,2014B,408371,0,test
CCC,2014B,408413,2,train
CCC,2014B,409540,3,train
CCC,2014B,410203,2,train
CCC,2014B,410407,0,test
CCC,2014B,410699,4,train
CCC,2014B,410886,2,train
CCC,2014B,412258,3,train
CCC,2014B,412268,0,test
CCC,2014B,412284,1,calib
CCC,2014B,413083,4,train
CCC,2014B,416500,0,test
CCC,2014B,416689,2,train
CCC,2014B,416860,1,calib
CCC,2014B,417820,3,train
CCC,2014B,418224,1,calib
CCC,2014B,418623,2,train
CCC,2014B,418971,0,test
CCC,2014B,419233,1,calib
CCC,2014B,419536,2,train
CCC,2014B,420345,3,train
CCC,2014B,420428,0,test
CCC,2014B,420528,1,calib
CCC,2014B,420935,4,train
CCC,2014B,421209,0,test
CCC,2014B,421712,1,calib
CCC,2014B,423879,4,train
CCC,2014B,424082,4,train
CCC,2014B,424112,1,calib
CCC,2014B,424950,1,calib
CCC,2014B,425287,4,train
CCC,2014B,425714,2,train
CCC,2014B,426610,2,train
CCC,2014B,426616,2,train
CCC,2014B,429065,1,calib
CCC,2014B,429185,0,test
CCC,2014B,429220,2,train
CCC,2014B,430686,0,test
CCC,2014B,431014,3,train
CCC,2014B,431386,3,train
CCC,2014B,432278,0,test
CCC,2014B,432718,4,train
CCC,2014B,434562,1,calib
CCC,2014B,434573,2,train
CCC,2014B,435271,4,train
CCC,2014B,436058,4,train
CCC,2014B,437432,2,train
CCC,2014B,438313,1,calib
CCC,2014B,438796,2,train
CCC,2014B,439669,3,train
CCC,2014B,440171,3,train
CCC,2014B,440297,1,calib
CCC,2014B,440323,3,train
CCC,2014B,440591,2,train
CCC,2014B,440905,3,train
CCC,2014B,441540,1,calib
CCC,2014B,441606,0,test
CCC,2014B,442530,3,train
CCC,2014B,442954,0,test
CCC,2014B,445777,0,test
CCC,2014B,445917,0,test
CCC,2014B,445972,4,train
CCC,2014B,446295,3,train
CCC,2014B,446628,0,test
CCC,2014B,447306,3,train
CCC,2014B,464236,3,train
CCC,2014B,464724,1,calib
CCC,2014B,465194,1,calib
CCC,2014B,465406,2,train
CCC,2014B,465517,4,train
CCC,2014B,465719,4,train
CCC,2014B,465764,3,train
CCC,2014B,465843,0,test
CCC,2014B,466289,0,test
CCC,2014B,466714,0,test
CCC,2014B,467230,4,train
CCC,2014B,467753,2,train
CCC,2014B,467894,0,test
CCC,2014B,468753,3,train
CCC,2014B,469113,3,train
CCC,2014B,469732,1,calib
CCC,2014B,469761,3,train
CCC,2014B,470002,2,train
CCC,2014B,471018,0,test
CCC,2014B,471580,0,test
CCC,2014B,471657,4,train
CCC,2014B,471979,3,train
CCC,2014B,472087,2,train
CCC,2014B,472309,3,train
CCC,2014B,472856,1,calib
CCC,2014B,473965,1,calib
CCC,2014B,474283,0,test
CCC,2014B,474377,3,train
CCC,2014B,474759,4,train
CCC,2014B,475149,2,train
CCC,2014B,475443,0,test
CCC,2014B,475556,3,train
CCC,2014B,475945,1,calib
CCC,2014B,476108,0,test
CCC,2014B,476868,1,calib
CCC,2014B,476937,4,train
CCC,2014B,477067,1,calib
CCC,2014B,478025,0,test
CCC,2014B,478212,2,train
CCC,2014B,478550,1,calib
CCC,2014B,478977,0,test
CCC,2014B,479607,0,test
CCC,2014B,479714,2,train
CCC,2014B,479725,4,train
CCC,2014B,479753,0,test
CCC,2014B,480604,4,train
CCC,2014B,480928,2,train
CCC,2014B,480929,3,train
CCC,2014B,480943,1,calib
CCC,2014B,481024,0,test
CCC,2014B,482280,0,test
CCC,2014B,482745,2,train
CCC,2014B,483108,0,test
CCC,2014B,483267,2,train
CCC,2014B,483275,3,train
CCC,2014B,483666,1,calib
CCC,2014B,484174,1,calib
CCC,2014B,484305,3,train
CCC,2014B,484464,3,train
CCC,2014B,484787,1,calib
CCC,2014B,485312,1,calib
CCC,2014B,485374,0,test
CCC,2014B,485594,4,train
CCC,2014B,485604,0,test
CCC,2014B,485944,4,train
CCC,2014B,486378,2,train
CCC,2014B,486737,2,train
CCC,2014B,487494,1,calib
CCC,2014B,487570,3,train
CCC,2014B,487629,4,train
CCC,2014B,488431,2,train
CCC,2014B,489309,0,test
CCC,2014B,489929,1,calib
CCC,2014B,490024,4,train
CCC,2014B,490081,3,train
CCC,2014B,490282,1,calib
CCC,2014B,490297,3,train
CCC,2014B,490587,2,train
CCC,2014B,490662,3,train
CCC,2014B,490665,4,train
CCC,2014B,490768,3,train
CCC,2014B,490769,1,calib
CCC,2014B,491170,2,train
CCC,2014B,491232,4,train
CCC,2014B,491742,4,train
CCC,2014B,491843,1,calib
CCC,2014B,492357,0,test
CCC,2014B,492900,0,test
CCC,2014B,493793,1,calib
CCC,2014B,493822,2,train
CCC,2014B,493988,0,test
CCC,2014B,494389,0,test
CCC,2014B,494919,4,train
CCC,2014B,495320,2,train
CCC,2014B,496108,3,train
CCC,2014B,497047,4,train
CCC,2014B,497080,2,train
CCC,2014B,498043,2,train
CCC,2014B,498138,3,train
CCC,2014B,498225,4,train
CCC,2014B,498741,3,train
CCC,2014B,500001,4,train
CCC,2014B,500006,1,calib
CCC,2014B,500189,0,test
CCC,2014B,500597,4,train
CCC,2014B,501339,4,train
CCC,2014B,501443,1,calib
CCC,2014B,501652,2,train
CCC,2014B,502465,1,calib
CCC,2014B,502466,3,train
CCC,2014B,502554,1,calib
CCC,2014B,502833,2,train
CCC,2014B,502868,3,train
CCC,2014B,502929,1,calib
CCC,2014B,503469,4,train
CCC,2014B,503872,2,train
CCC,2014B,504057,2,train
CCC,2014B,505235,3,train
CCC,2014B,505520,1,calib
CCC,2014B,505767,0,test
CCC,2014B,505815,3,train
CCC,2014B,505967,1,calib
CCC,2014B,506206,2,train
CCC,2014B,506380,1,calib
CCC,2014B,507034,1,calib
CCC,2014B,507388,3,train
CCC,2014B,507523,3,train
CCC,2014B,507671,4,train
CCC,2014B,507801,0,test
CCC,2014B,508025,4,train
CCC,2014B,508848,1,calib
CCC,2014B,509029,2,train
CCC,2014B,509102,4,train
CCC,2014B,509122,0,test
CCC,2014B,509183,3,train
CCC,2014B,509649,3,train
CCC,2014B,509839,0,test
CCC,2014B,510070,2,train
CCC,2014B,510694,4,train
CCC,2014B,510914,1,calib
CCC,2014B,511473,0,test
CCC,2014B,511657,0,test
CCC,2014B,512353,0,test
CCC,2014B,512475,1,calib
CCC,2014B,512582,4,train
CCC,2014B,513638,1,calib
CCC,2014B,513854,3,train
CCC,2014B,513934,0,test
CCC,2014B,513969,2,train
CCC,2014B,513997,1,calib
CCC,2014B,514000,2,train
CCC,2014B,514186,1,calib
CCC,2014B,515046,4,train
CCC,2014B,515107,4,train
CCC,2014B,515278,2,train
CCC,2014B,515515,2,train
CCC,2014B,515774,3,train
CCC,2014B,515936,0,test
CCC,2014B,516024,4,train
CCC,2014B,516238,3,train
CCC,2014B,516496,0,test
CCC,2014B,516685,3,train
CCC,2014B,516726,0,test
CCC,2014B,517999,4,train
CCC,2014B,518116,1,calib
CCC,2014B,518330,3,train
CCC,2014B,518363,0,test
CCC,2014B,518862,4,train
CCC,2014B,519544,4,train
CCC,2014B,519589,2,train
CCC,2014B,520332,4,train
CCC,2014B,520377,2,train
CCC,2014B,520588,2,train
CCC,2014B,521051,3,train
CCC,2014B,521297,4,train
CCC,2014B,521542,0,test
CCC,2014B,521601,0,test
CCC,2014B,521614,2,train
CCC,2014B,522312,4,train
CCC,2014B,522484,3,train
CCC,2014B,522682,0,test
CCC,2014B,523061,3,train
CCC,2014B,523079,4,train
CCC,2014B,523239,0,test
CCC,2014B,523271,1,calib
CCC,2014B,523335,4,train
CCC,2014B,523710,0,test
CCC,2014B,524128,3,train
CCC,2014B,524295,2,train
CCC,2014B,524378,3,train
CCC,2014B,524386,1,calib
CCC,2014B,525332,4,train
CCC,2014B,525832,4,train
CCC,2014B,526073,4,train
CCC,2014B,526235,3,train
CCC,2014B,526547,0,test
CCC,2014B,526564,4,train
CCC,2014B,526876,4,train
CCC,2014B,526927,1,calib
CCC,2014B,527771,2,train
CCC,2014B,527826,3,train
CCC,2014B,527964,1,calib
CCC,2014B,528021,3,train
CCC,2014B,528023,0,test
CCC,2014B,528066,4,train
CCC,2014B,528083,4,train
CCC,2014B,528892,1,calib
CCC,2014B,529025,0,test
CCC,2014B,529073,2,train
CCC,2014B,529078,2,train
CCC,2014B,529153,0,test
CCC,2014B,529434,0,test
CCC,2014B,530113,0,test
CCC,2014B,530270,2,train
CCC,2014B,530481,2,train
CCC,2014B,530650,3,train
CCC,2014B,530936,4,train
CCC,2014B,531047,0,test
CCC,2014B,531075,2,train
CCC,2014B,532020,0,test
CCC,2014B,532252,4,train
CCC,2014B,532350,3,train
CCC,2014B,532440,3,train
CCC,2014B,532531,4,train
CCC,2014B,532565,0,test
CCC,2014B,532718,0,test
CCC,2014B,532859,2,train
CCC,2014B,533004,0,test
CCC,2014B,533311,0,test
CCC,2014B,534047,4,train
CCC,2014B,534074,0,test
CCC,2014B,535047,2,train
CCC,2014B,535590,1,calib
CCC,2014B,535682,4,train
CCC,2014B,536032,4,train
CCC,2014B,536170,0,test
CCC,2014B,536261,1,calib
CCC,2014B,536435,4,train
CCC,2014B,536536,0,test
CCC,2014B,537322,1,calib
CCC,2014B,537603,1,calib
CCC,2014B,537606,1,calib
CCC,2014B,537622,2,train
CCC,2014B,537654,0,test
